wd	ms	distance	reddening	obs_u	obs_g	obs_r	obs_i	model_u	model_g	model_r	model_i	E(B-V)	Iexcess	comp_spectype	avg_diff
M4	M0	1200.0	1.2	14.918	14.269	13.336	12.888	25.939	23.598	21.056	19.658	3.236	-0.861	-	8.71	
M0	M0	600.0	1.9	14.918	14.269	13.336	12.888	27.061	23.785	20.626	18.809	4.015	-1.101	-	8.718	
M0	M2	1300.0	1.2	14.918	14.269	13.336	12.888	26.003	23.617	21.043	19.624	3.273	-0.868	-	8.719	
M2	M0	1300.0	1.2	14.918	14.269	13.336	12.888	26.003	23.617	21.043	19.624	3.273	-0.868	-	8.719	
K5	M2	1300.0	1.5	14.918	14.269	13.336	12.888	26.085	23.654	21.02	19.534	3.311	-0.803	-	8.72	
M2	K5	1300.0	1.5	14.918	14.269	13.336	12.888	26.085	23.654	21.02	19.534	3.311	-0.803	-	8.72	
K5	M4	700.0	1.9	14.918	14.269	13.336	12.888	26.697	23.754	20.787	19.076	3.738	-0.945	-	8.726	
M4	K5	700.0	1.9	14.918	14.269	13.336	12.888	26.697	23.754	20.787	19.076	3.738	-0.945	-	8.726	
K2	M0	1200.0	1.9	14.918	14.269	13.336	12.888	26.415	23.732	20.904	19.265	3.521	-0.8	-	8.726	
M0	K2	1200.0	1.9	14.918	14.269	13.336	12.888	26.415	23.732	20.904	19.265	3.521	-0.8	-	8.726	
M0	M4	900.0	1.4	14.918	14.269	13.336	12.888	26.277	23.669	20.946	19.426	3.459	-0.922	-	8.727	
M4	M0	900.0	1.4	14.918	14.269	13.336	12.888	26.277	23.669	20.946	19.426	3.459	-0.922	-	8.727	
K5	M0	1100.0	1.7	14.918	14.269	13.336	12.888	26.466	23.72	20.882	19.265	3.573	-0.898	-	8.73	
M0	K5	1100.0	1.7	14.918	14.269	13.336	12.888	26.466	23.72	20.882	19.265	3.573	-0.898	-	8.73	
K2	M4	1300.0	1.8	14.918	14.269	13.336	12.888	26.184	23.694	21.006	19.462	3.36	-0.772	-	8.734	
M4	K2	1300.0	1.8	14.918	14.269	13.336	12.888	26.184	23.694	21.006	19.462	3.36	-0.772	-	8.734	
M0	M0	700.0	1.8	14.918	14.269	13.336	12.888	26.916	23.777	20.706	18.95	3.901	-1.064	-	8.734	
M2	M4	1000.0	0.8	14.918	14.269	13.336	12.888	25.835	23.579	21.131	19.823	3.165	-0.928	-	8.739	
M4	M2	1000.0	0.8	14.918	14.269	13.336	12.888	25.835	23.579	21.131	19.823	3.165	-0.928	-	8.739	
K5	M4	1100.0	1.6	14.918	14.269	13.336	12.888	26.234	23.698	21.0	19.473	3.399	-0.843	-	8.749	
M4	K5	1100.0	1.6	14.918	14.269	13.336	12.888	26.234	23.698	21.0	19.473	3.399	-0.843	-	8.749	
M0	M0	1100.0	1.5	14.918	14.269	13.336	12.888	26.454	23.722	20.92	19.348	3.561	-0.959	-	8.758	
K5	K5	1000.0	1.9	14.918	14.269	13.336	12.888	26.722	23.784	20.824	19.119	3.733	-0.95	-	8.76	
M2	M2	1000.0	1.0	14.918	14.269	13.336	12.888	26.145	23.651	21.039	19.623	3.363	-0.981	-	8.762	
K2	M2	1000.0	2.0	14.918	14.269	13.336	12.888	26.569	23.793	20.908	19.228	3.598	-0.828	-	8.772	
M2	K2	1000.0	2.0	14.918	14.269	13.336	12.888	26.569	23.793	20.908	19.228	3.598	-0.828	-	8.772	
K5	M0	1300.0	1.6	14.918	14.269	13.336	12.888	26.347	23.737	20.989	19.433	3.46	-0.864	-	8.773	
M0	K5	1300.0	1.6	14.918	14.269	13.336	12.888	26.347	23.737	20.989	19.433	3.46	-0.864	-	8.773	
M0	M2	1000.0	1.4	14.918	14.269	13.336	12.888	26.396	23.743	20.987	19.447	3.496	-0.93	-	8.79	
M2	M0	1000.0	1.4	14.918	14.269	13.336	12.888	26.396	23.743	20.987	19.447	3.496	-0.93	-	8.79	
M0	M4	800.0	1.5	14.918	14.269	13.336	12.888	26.503	23.76	20.946	19.365	3.571	-0.955	-	8.791	
M4	M0	800.0	1.5	14.918	14.269	13.336	12.888	26.503	23.76	20.946	19.365	3.571	-0.955	-	8.791	
K5	M2	1000.0	1.7	14.918	14.269	13.336	12.888	26.478	23.778	20.963	19.355	3.535	-0.868	-	8.791	
M2	K5	1000.0	1.7	14.918	14.269	13.336	12.888	26.478	23.778	20.963	19.355	3.535	-0.868	-	8.791	
K5	M4	1300.0	1.5	14.918	14.269	13.336	12.888	26.115	23.713	21.106	19.64	3.287	-0.812	-	8.791	
M4	K5	1300.0	1.5	14.918	14.269	13.336	12.888	26.115	23.713	21.106	19.64	3.287	-0.812	-	8.791	
M0	M0	1300.0	1.4	14.918	14.269	13.336	12.888	26.336	23.738	21.026	19.515	3.449	-0.927	-	8.801	
K2	M4	1000.0	2.0	14.918	14.269	13.336	12.888	26.578	23.816	20.948	19.282	3.586	-0.84	-	8.803	
M4	K2	1000.0	2.0	14.918	14.269	13.336	12.888	26.578	23.816	20.948	19.282	3.586	-0.84	-	8.803	
M0	M4	600.0	1.7	14.918	14.269	13.336	12.888	26.84	23.826	20.833	19.13	3.797	-1.024	-	8.805	
M4	M0	600.0	1.7	14.918	14.269	13.336	12.888	26.84	23.826	20.833	19.13	3.797	-1.024	-	8.805	
M2	M4	1200.0	0.7	14.918	14.269	13.336	12.888	25.75	23.625	21.268	20.021	3.056	-0.902	-	8.813	
M4	M2	1200.0	0.7	14.918	14.269	13.336	12.888	25.75	23.625	21.268	20.021	3.056	-0.902	-	8.813	
M0	M4	700.0	1.6	14.918	14.269	13.336	12.888	26.694	23.816	20.912	19.271	3.684	-0.989	-	8.82	
M4	M0	700.0	1.6	14.918	14.269	13.336	12.888	26.694	23.816	20.912	19.271	3.684	-0.989	-	8.82	
M2	M4	900.0	0.9	14.918	14.269	13.336	12.888	26.088	23.7	21.16	19.792	3.275	-0.956	-	8.832	
M4	M2	900.0	0.9	14.918	14.269	13.336	12.888	26.088	23.7	21.16	19.792	3.275	-0.956	-	8.832	
K5	K5	1200.0	1.8	14.918	14.269	13.336	12.888	26.637	23.835	20.964	19.321	3.62	-0.915	-	8.836	
M2	M2	1200.0	0.9	14.918	14.269	13.336	12.888	26.06	23.698	21.177	19.821	3.253	-0.952	-	8.836	
M0	M4	1100.0	1.3	14.918	14.269	13.336	12.888	26.232	23.757	21.125	19.665	3.347	-0.891	-	8.842	
M4	M0	1100.0	1.3	14.918	14.269	13.336	12.888	26.232	23.757	21.125	19.665	3.347	-0.891	-	8.842	
K2	K5	1200.0	2.0	14.918	14.269	13.336	12.888	26.705	23.869	20.951	19.255	3.649	-0.863	-	8.842	
K5	K2	1200.0	2.0	14.918	14.269	13.336	12.888	26.705	23.869	20.951	19.255	3.649	-0.863	-	8.842	
K5	M0	1000.0	1.8	14.918	14.269	13.336	12.888	26.74	23.859	20.931	19.253	3.686	-0.932	-	8.843	
M0	K5	1000.0	1.8	14.918	14.269	13.336	12.888	26.74	23.859	20.931	19.253	3.686	-0.932	-	8.843	
K2	M2	1200.0	1.9	14.918	14.269	13.336	12.888	26.483	23.844	21.049	19.429	3.485	-0.793	-	8.848	
M2	K2	1200.0	1.9	14.918	14.269	13.336	12.888	26.483	23.844	21.049	19.429	3.485	-0.793	-	8.848	
K5	K5	900.0	2.0	14.918	14.269	13.336	12.888	26.975	23.9	20.85	19.084	3.847	-0.987	-	8.849	
M2	M2	900.0	1.1	14.918	14.269	13.336	12.888	26.398	23.771	21.067	19.591	3.474	-1.011	-	8.854	
K2	M0	1100.0	2.0	14.918	14.269	13.336	12.888	26.708	23.889	20.971	19.27	3.634	-0.835	-	8.857	
M0	K2	1100.0	2.0	14.918	14.269	13.336	12.888	26.708	23.889	20.971	19.27	3.634	-0.835	-	8.857	
K5	M4	1000.0	1.7	14.918	14.269	13.336	12.888	26.509	23.837	21.05	19.461	3.511	-0.876	-	8.862	
M4	K5	1000.0	1.7	14.918	14.269	13.336	12.888	26.509	23.837	21.05	19.461	3.511	-0.876	-	8.862	
M0	M2	1200.0	1.3	14.918	14.269	13.336	12.888	26.31	23.791	21.126	19.646	3.384	-0.898	-	8.866	
M2	M0	1200.0	1.3	14.918	14.269	13.336	12.888	26.31	23.791	21.126	19.646	3.384	-0.898	-	8.866	
K5	M2	1200.0	1.6	14.918	14.269	13.336	12.888	26.393	23.828	21.103	19.556	3.423	-0.835	-	8.867	
M2	K5	1200.0	1.6	14.918	14.269	13.336	12.888	26.393	23.828	21.103	19.556	3.423	-0.835	-	8.867	
M0	M0	1000.0	1.6	14.918	14.269	13.336	12.888	26.728	23.861	20.969	19.336	3.674	-0.993	-	8.871	
K2	M4	1200.0	1.9	14.918	14.269	13.336	12.888	26.492	23.867	21.088	19.484	3.473	-0.806	-	8.88	
M4	K2	1200.0	1.9	14.918	14.269	13.336	12.888	26.492	23.867	21.088	19.484	3.473	-0.806	-	8.88	
M0	M2	900.0	1.5	14.918	14.269	13.336	12.888	26.648	23.86	21.014	19.413	3.608	-0.963	-	8.881	
M2	M0	900.0	1.5	14.918	14.269	13.336	12.888	26.648	23.86	21.014	19.413	3.608	-0.963	-	8.881	
K5	M2	900.0	1.8	14.918	14.269	13.336	12.888	26.731	23.895	20.99	19.321	3.648	-0.902	-	8.881	
M2	K5	900.0	1.8	14.918	14.269	13.336	12.888	26.731	23.895	20.99	19.321	3.648	-0.902	-	8.881	
M0	M4	1300.0	1.2	14.918	14.269	13.336	12.888	26.113	23.771	21.23	19.831	3.236	-0.861	-	8.884	
M4	M0	1300.0	1.2	14.918	14.269	13.336	12.888	26.113	23.771	21.23	19.831	3.236	-0.861	-	8.884	
M2	M4	800.0	1.0	14.918	14.269	13.336	12.888	26.313	23.793	21.161	19.733	3.385	-0.985	-	8.898	
M4	M2	800.0	1.0	14.918	14.269	13.336	12.888	26.313	23.793	21.161	19.733	3.385	-0.985	-	8.898	
K2	M0	1300.0	1.9	14.918	14.269	13.336	12.888	26.589	23.906	21.078	19.439	3.521	-0.8	-	8.9	
M0	K2	1300.0	1.9	14.918	14.269	13.336	12.888	26.589	23.906	21.078	19.439	3.521	-0.8	-	8.9	
M4	M4	800.0	0.5	14.918	14.269	13.336	12.888	25.795	23.693	21.375	20.168	3.036	-0.948	-	8.905	
M2	M4	600.0	1.2	14.918	14.269	13.336	12.888	26.651	23.863	21.05	19.502	3.608	-1.048	-	8.914	
M4	M2	600.0	1.2	14.918	14.269	13.336	12.888	26.651	23.863	21.05	19.502	3.608	-1.048	-	8.914	
M2	M2	800.0	1.2	14.918	14.269	13.336	12.888	26.623	23.862	21.068	19.531	3.586	-1.043	-	8.918	
K5	M0	1200.0	1.7	14.918	14.269	13.336	12.888	26.655	23.909	21.071	19.454	3.573	-0.898	-	8.919	
M0	K5	1200.0	1.7	14.918	14.269	13.336	12.888	26.655	23.909	21.071	19.454	3.573	-0.898	-	8.919	
M4	M4	600.0	0.7	14.918	14.269	13.336	12.888	26.132	23.77	21.267	19.94	3.254	-1.0	-	8.925	
M2	M4	700.0	1.1	14.918	14.269	13.336	12.888	26.505	23.851	21.129	19.64	3.496	-1.016	-	8.928	
M4	M2	700.0	1.1	14.918	14.269	13.336	12.888	26.505	23.851	21.129	19.64	3.496	-1.016	-	8.928	
M2	M2	600.0	1.4	14.918	14.269	13.336	12.888	26.96	23.929	20.956	19.298	3.81	-1.11	-	8.933	
K5	M0	900.0	1.9	14.918	14.269	13.336	12.888	26.992	23.975	20.958	19.218	3.8	-0.968	-	8.933	
M0	K5	900.0	1.9	14.918	14.269	13.336	12.888	26.992	23.975	20.958	19.218	3.8	-0.968	-	8.933	
M4	M4	700.0	0.6	14.918	14.269	13.336	12.888	25.986	23.754	21.344	20.077	3.145	-0.973	-	8.937	
K5	M4	1200.0	1.6	14.918	14.269	13.336	12.888	26.423	23.887	21.189	19.662	3.399	-0.843	-	8.937	
M4	K5	1200.0	1.6	14.918	14.269	13.336	12.888	26.423	23.887	21.189	19.662	3.399	-0.843	-	8.937	
K5	M2	800.0	1.9	14.918	14.269	13.336	12.888	26.956	23.984	20.99	19.259	3.762	-0.937	-	8.945	
M2	K5	800.0	1.9	14.918	14.269	13.336	12.888	26.956	23.984	20.99	19.259	3.762	-0.937	-	8.945	
M0	M2	800.0	1.6	14.918	14.269	13.336	12.888	26.873	23.95	21.015	19.352	3.721	-0.997	-	8.945	
M2	M0	800.0	1.6	14.918	14.269	13.336	12.888	26.873	23.95	21.015	19.352	3.721	-0.997	-	8.945	
M2	M4	1100.0	0.8	14.918	14.269	13.336	12.888	26.042	23.786	21.338	20.03	3.165	-0.928	-	8.946	
M4	M2	1100.0	0.8	14.918	14.269	13.336	12.888	26.042	23.786	21.338	20.03	3.165	-0.928	-	8.946	
M0	M0	1200.0	1.5	14.918	14.269	13.336	12.888	26.643	23.911	21.109	19.537	3.561	-0.959	-	8.947	
M2	M2	700.0	1.3	14.918	14.269	13.336	12.888	26.814	23.918	21.034	19.437	3.698	-1.076	-	8.948	
K5	M4	900.0	1.8	14.918	14.269	13.336	12.888	26.762	23.954	21.077	19.427	3.624	-0.91	-	8.952	
M4	K5	900.0	1.8	14.918	14.269	13.336	12.888	26.762	23.954	21.077	19.427	3.624	-0.91	-	8.952	
M0	M4	1000.0	1.4	14.918	14.269	13.336	12.888	26.506	23.898	21.174	19.654	3.459	-0.922	-	8.955	
M4	M0	1000.0	1.4	14.918	14.269	13.336	12.888	26.506	23.898	21.174	19.654	3.459	-0.922	-	8.955	
M0	M2	600.0	1.8	14.918	14.269	13.336	12.888	27.21	24.015	20.9	19.116	3.948	-1.069	-	8.958	
M2	M0	600.0	1.8	14.918	14.269	13.336	12.888	27.21	24.015	20.9	19.116	3.948	-1.069	-	8.958	
M0	M0	900.0	1.7	14.918	14.269	13.336	12.888	26.98	23.978	20.996	19.302	3.787	-1.028	-	8.961	
K5	K5	1100.0	1.9	14.918	14.269	13.336	12.888	26.929	23.991	21.031	19.326	3.733	-0.95	-	8.967	
M2	M2	1100.0	1.0	14.918	14.269	13.336	12.888	26.352	23.858	21.246	19.83	3.363	-0.981	-	8.969	
K5	M2	700.0	2.0	14.918	14.269	13.336	12.888	27.148	24.038	20.955	19.163	3.876	-0.974	-	8.973	
M2	K5	700.0	2.0	14.918	14.269	13.336	12.888	27.148	24.038	20.955	19.163	3.876	-0.974	-	8.973	
M0	M2	700.0	1.7	14.918	14.269	13.336	12.888	27.064	24.005	20.98	19.257	3.834	-1.032	-	8.974	
M2	M0	700.0	1.7	14.918	14.269	13.336	12.888	27.064	24.005	20.98	19.257	3.834	-1.032	-	8.974	
K2	M2	1100.0	2.0	14.918	14.269	13.336	12.888	26.776	24.0	21.115	19.435	3.598	-0.828	-	8.979	
M2	K2	1100.0	2.0	14.918	14.269	13.336	12.888	26.776	24.0	21.115	19.435	3.598	-0.828	-	8.979	
M2	M4	1300.0	0.7	14.918	14.269	13.336	12.888	25.924	23.798	21.442	20.195	3.056	-0.902	-	8.987	
M4	M2	1300.0	0.7	14.918	14.269	13.336	12.888	25.924	23.798	21.442	20.195	3.056	-0.902	-	8.987	
K5	M0	800.0	2.0	14.918	14.269	13.336	12.888	27.217	24.063	20.957	19.156	3.914	-1.005	-	8.995	
M0	K5	800.0	2.0	14.918	14.269	13.336	12.888	27.217	24.063	20.957	19.156	3.914	-1.005	-	8.995	
M0	M2	1100.0	1.4	14.918	14.269	13.336	12.888	26.603	23.95	21.194	19.653	3.496	-0.93	-	8.997	
M2	M0	1100.0	1.4	14.918	14.269	13.336	12.888	26.603	23.95	21.194	19.653	3.496	-0.93	-	8.997	
K5	M2	1100.0	1.7	14.918	14.269	13.336	12.888	26.685	23.985	21.17	19.562	3.535	-0.868	-	8.998	
M2	K5	1100.0	1.7	14.918	14.269	13.336	12.888	26.685	23.985	21.17	19.562	3.535	-0.868	-	8.998	
K5	K5	1300.0	1.8	14.918	14.269	13.336	12.888	26.811	24.009	21.138	19.494	3.62	-0.915	-	9.01	
K2	M4	1100.0	2.0	14.918	14.269	13.336	12.888	26.784	24.023	21.155	19.489	3.586	-0.84	-	9.01	
M4	K2	1100.0	2.0	14.918	14.269	13.336	12.888	26.784	24.023	21.155	19.489	3.586	-0.84	-	9.01	
M2	M2	1300.0	0.9	14.918	14.269	13.336	12.888	26.234	23.872	21.351	19.995	3.253	-0.952	-	9.01	
K5	M4	800.0	1.9	14.918	14.269	13.336	12.888	26.987	24.044	21.077	19.366	3.738	-0.945	-	9.016	
M4	K5	800.0	1.9	14.918	14.269	13.336	12.888	26.987	24.044	21.077	19.366	3.738	-0.945	-	9.016	
K2	K5	1300.0	2.0	14.918	14.269	13.336	12.888	26.879	24.043	21.124	19.429	3.649	-0.863	-	9.016	
K5	K2	1300.0	2.0	14.918	14.269	13.336	12.888	26.879	24.043	21.124	19.429	3.649	-0.863	-	9.016	
K2	M2	1300.0	1.9	14.918	14.269	13.336	12.888	26.657	24.017	21.222	19.603	3.485	-0.793	-	9.022	
M2	K2	1300.0	1.9	14.918	14.269	13.336	12.888	26.657	24.017	21.222	19.603	3.485	-0.793	-	9.022	
M0	M0	800.0	1.8	14.918	14.269	13.336	12.888	27.205	24.066	20.996	19.24	3.901	-1.064	-	9.024	
M0	M4	1200.0	1.3	14.918	14.269	13.336	12.888	26.421	23.946	21.313	19.854	3.347	-0.891	-	9.031	
M4	M0	1200.0	1.3	14.918	14.269	13.336	12.888	26.421	23.946	21.313	19.854	3.347	-0.891	-	9.031	
M0	M0	600.0	2.0	14.918	14.269	13.336	12.888	27.542	24.128	20.88	19.002	4.13	-1.139	-	9.036	
M0	M2	1300.0	1.3	14.918	14.269	13.336	12.888	26.484	23.965	21.3	19.82	3.384	-0.898	-	9.04	
M2	M0	1300.0	1.3	14.918	14.269	13.336	12.888	26.484	23.965	21.3	19.82	3.384	-0.898	-	9.04	
K5	M2	1300.0	1.6	14.918	14.269	13.336	12.888	26.567	24.001	21.276	19.729	3.423	-0.835	-	9.041	
M2	K5	1300.0	1.6	14.918	14.269	13.336	12.888	26.567	24.001	21.276	19.729	3.423	-0.835	-	9.041	
K5	M4	700.0	2.0	14.918	14.269	13.336	12.888	27.178	24.098	21.042	19.27	3.852	-0.982	-	9.044	
M4	K5	700.0	2.0	14.918	14.269	13.336	12.888	27.178	24.098	21.042	19.27	3.852	-0.982	-	9.044	
K2	M0	1200.0	2.0	14.918	14.269	13.336	12.888	26.897	24.078	21.16	19.459	3.634	-0.835	-	9.046	
M0	K2	1200.0	2.0	14.918	14.269	13.336	12.888	26.897	24.078	21.16	19.459	3.634	-0.835	-	9.046	
M0	M4	900.0	1.5	14.918	14.269	13.336	12.888	26.758	24.015	21.202	19.621	3.571	-0.955	-	9.047	
M4	M0	900.0	1.5	14.918	14.269	13.336	12.888	26.758	24.015	21.202	19.621	3.571	-0.955	-	9.047	
K5	M0	1100.0	1.8	14.918	14.269	13.336	12.888	26.947	24.066	21.138	19.46	3.686	-0.932	-	9.05	
M0	K5	1100.0	1.8	14.918	14.269	13.336	12.888	26.947	24.066	21.138	19.46	3.686	-0.932	-	9.05	
M0	M0	700.0	1.9	14.918	14.269	13.336	12.888	27.396	24.12	20.961	19.144	4.015	-1.101	-	9.052	
K2	M4	1300.0	1.9	14.918	14.269	13.336	12.888	26.666	24.04	21.262	19.657	3.473	-0.806	-	9.054	
M4	K2	1300.0	1.9	14.918	14.269	13.336	12.888	26.666	24.04	21.262	19.657	3.473	-0.806	-	9.054	
M2	M4	1000.0	0.9	14.918	14.269	13.336	12.888	26.317	23.929	21.389	20.021	3.275	-0.956	-	9.061	
M4	M2	1000.0	0.9	14.918	14.269	13.336	12.888	26.317	23.929	21.389	20.021	3.275	-0.956	-	9.061	
K5	M4	1100.0	1.7	14.918	14.269	13.336	12.888	26.716	24.044	21.256	19.668	3.511	-0.876	-	9.069	
M4	K5	1100.0	1.7	14.918	14.269	13.336	12.888	26.716	24.044	21.256	19.668	3.511	-0.876	-	9.069	
M0	M0	1100.0	1.6	14.918	14.269	13.336	12.888	26.935	24.068	21.176	19.543	3.674	-0.993	-	9.078	
K5	K5	1000.0	2.0	14.918	14.269	13.336	12.888	27.203	24.129	21.079	19.313	3.847	-0.987	-	9.078	
M2	M2	1000.0	1.1	14.918	14.269	13.336	12.888	26.626	23.999	21.296	19.819	3.474	-1.011	-	9.083	
K5	M0	1300.0	1.7	14.918	14.269	13.336	12.888	26.828	24.083	21.245	19.628	3.573	-0.898	-	9.093	
M0	K5	1300.0	1.7	14.918	14.269	13.336	12.888	26.828	24.083	21.245	19.628	3.573	-0.898	-	9.093	
M0	M2	1000.0	1.5	14.918	14.269	13.336	12.888	26.877	24.089	21.243	19.642	3.608	-0.963	-	9.11	
M2	M0	1000.0	1.5	14.918	14.269	13.336	12.888	26.877	24.089	21.243	19.642	3.608	-0.963	-	9.11	
K5	M2	1000.0	1.8	14.918	14.269	13.336	12.888	26.96	24.124	21.219	19.549	3.648	-0.902	-	9.11	
M2	K5	1000.0	1.8	14.918	14.269	13.336	12.888	26.96	24.124	21.219	19.549	3.648	-0.902	-	9.11	
M0	M4	800.0	1.6	14.918	14.269	13.336	12.888	26.984	24.106	21.202	19.561	3.684	-0.989	-	9.11	
M4	M0	800.0	1.6	14.918	14.269	13.336	12.888	26.984	24.106	21.202	19.561	3.684	-0.989	-	9.11	
K5	M4	1300.0	1.6	14.918	14.269	13.336	12.888	26.597	24.06	21.363	19.836	3.399	-0.843	-	9.111	
M4	K5	1300.0	1.6	14.918	14.269	13.336	12.888	26.597	24.06	21.363	19.836	3.399	-0.843	-	9.111	
M0	M0	1300.0	1.5	14.918	14.269	13.336	12.888	26.817	24.085	21.283	19.71	3.561	-0.959	-	9.121	
M0	M4	600.0	1.8	14.918	14.269	13.336	12.888	27.321	24.17	21.089	19.325	3.91	-1.06	-	9.123	
M4	M0	600.0	1.8	14.918	14.269	13.336	12.888	27.321	24.17	21.089	19.325	3.91	-1.06	-	9.123	
M2	M4	1200.0	0.8	14.918	14.269	13.336	12.888	26.231	23.975	21.527	20.219	3.165	-0.928	-	9.135	
M4	M2	1200.0	0.8	14.918	14.269	13.336	12.888	26.231	23.975	21.527	20.219	3.165	-0.928	-	9.135	
M0	M4	700.0	1.7	14.918	14.269	13.336	12.888	27.175	24.161	21.168	19.465	3.797	-1.024	-	9.139	
M4	M0	700.0	1.7	14.918	14.269	13.336	12.888	27.175	24.161	21.168	19.465	3.797	-1.024	-	9.139	
M2	M4	900.0	1.0	14.918	14.269	13.336	12.888	26.569	24.049	21.417	19.989	3.385	-0.985	-	9.153	
M4	M2	900.0	1.0	14.918	14.269	13.336	12.888	26.569	24.049	21.417	19.989	3.385	-0.985	-	9.153	
K5	K5	1200.0	1.9	14.918	14.269	13.336	12.888	27.118	24.18	21.22	19.515	3.733	-0.95	-	9.156	
M2	M2	1200.0	1.0	14.918	14.269	13.336	12.888	26.541	24.047	21.435	20.019	3.363	-0.981	-	9.158	
M4	M4	900.0	0.5	14.918	14.269	13.336	12.888	26.05	23.949	21.631	20.424	3.036	-0.948	-	9.161	
K5	M0	1000.0	1.9	14.918	14.269	13.336	12.888	27.221	24.203	21.187	19.447	3.8	-0.968	-	9.162	
M0	K5	1000.0	1.9	14.918	14.269	13.336	12.888	27.221	24.203	21.187	19.447	3.8	-0.968	-	9.162	
M0	M4	1100.0	1.4	14.918	14.269	13.336	12.888	26.713	24.104	21.381	19.861	3.459	-0.922	-	9.162	
M4	M0	1100.0	1.4	14.918	14.269	13.336	12.888	26.713	24.104	21.381	19.861	3.459	-0.922	-	9.162	
K2	M2	1200.0	2.0	14.918	14.269	13.336	12.888	26.965	24.189	21.304	19.624	3.598	-0.828	-	9.168	
M2	K2	1200.0	2.0	14.918	14.269	13.336	12.888	26.965	24.189	21.304	19.624	3.598	-0.828	-	9.168	
M2	M2	900.0	1.2	14.918	14.269	13.336	12.888	26.879	24.118	21.324	19.787	3.586	-1.043	-	9.174	
K5	M4	1000.0	1.8	14.918	14.269	13.336	12.888	26.99	24.183	21.306	19.656	3.624	-0.91	-	9.181	
M4	K5	1000.0	1.8	14.918	14.269	13.336	12.888	26.99	24.183	21.306	19.656	3.624	-0.91	-	9.181	
M0	M2	1200.0	1.4	14.918	14.269	13.336	12.888	26.791	24.139	21.383	19.842	3.496	-0.93	-	9.186	
M2	M0	1200.0	1.4	14.918	14.269	13.336	12.888	26.791	24.139	21.383	19.842	3.496	-0.93	-	9.186	
K5	M2	1200.0	1.7	14.918	14.269	13.336	12.888	26.874	24.174	21.359	19.751	3.535	-0.868	-	9.187	
M2	K5	1200.0	1.7	14.918	14.269	13.336	12.888	26.874	24.174	21.359	19.751	3.535	-0.868	-	9.187	
M0	M0	1000.0	1.7	14.918	14.269	13.336	12.888	27.209	24.207	21.225	19.531	3.787	-1.028	-	9.19	
K2	M4	1200.0	2.0	14.918	14.269	13.336	12.888	26.973	24.212	21.344	19.678	3.586	-0.84	-	9.199	
M4	K2	1200.0	2.0	14.918	14.269	13.336	12.888	26.973	24.212	21.344	19.678	3.586	-0.84	-	9.199	
K5	M2	900.0	1.9	14.918	14.269	13.336	12.888	27.212	24.24	21.246	19.515	3.762	-0.937	-	9.2	
M2	K5	900.0	1.9	14.918	14.269	13.336	12.888	27.212	24.24	21.246	19.515	3.762	-0.937	-	9.2	
M0	M2	900.0	1.6	14.918	14.269	13.336	12.888	27.129	24.206	21.27	19.608	3.721	-0.997	-	9.201	
M2	M0	900.0	1.6	14.918	14.269	13.336	12.888	27.129	24.206	21.27	19.608	3.721	-0.997	-	9.201	
M0	M4	1300.0	1.3	14.918	14.269	13.336	12.888	26.594	24.12	21.487	20.028	3.347	-0.891	-	9.205	
M4	M0	1300.0	1.3	14.918	14.269	13.336	12.888	26.594	24.12	21.487	20.028	3.347	-0.891	-	9.205	
M2	M4	800.0	1.1	14.918	14.269	13.336	12.888	26.794	24.141	21.418	19.93	3.496	-1.016	-	9.218	
M4	M2	800.0	1.1	14.918	14.269	13.336	12.888	26.794	24.141	21.418	19.93	3.496	-1.016	-	9.218	
K2	M0	1300.0	2.0	14.918	14.269	13.336	12.888	27.071	24.251	21.334	19.633	3.634	-0.835	-	9.219	
M0	K2	1300.0	2.0	14.918	14.269	13.336	12.888	27.071	24.251	21.334	19.633	3.634	-0.835	-	9.219	
M4	M4	800.0	0.6	14.918	14.269	13.336	12.888	26.276	24.044	21.634	20.367	3.145	-0.973	-	9.227	
M2	M4	600.0	1.3	14.918	14.269	13.336	12.888	27.131	24.21	21.307	19.697	3.72	-1.081	-	9.234	
M4	M2	600.0	1.3	14.918	14.269	13.336	12.888	27.131	24.21	21.307	19.697	3.72	-1.081	-	9.234	
M2	M2	800.0	1.3	14.918	14.269	13.336	12.888	27.104	24.208	21.324	19.727	3.698	-1.076	-	9.238	
K5	M0	1200.0	1.8	14.918	14.269	13.336	12.888	27.136	24.255	21.327	19.648	3.686	-0.932	-	9.239	
M0	K5	1200.0	1.8	14.918	14.269	13.336	12.888	27.136	24.255	21.327	19.648	3.686	-0.932	-	9.239	
M4	M4	600.0	0.8	14.918	14.269	13.336	12.888	26.613	24.119	21.525	20.138	3.364	-1.028	-	9.246	
M2	M4	700.0	1.2	14.918	14.269	13.336	12.888	26.985	24.198	21.385	19.836	3.608	-1.048	-	9.249	
M4	M2	700.0	1.2	14.918	14.269	13.336	12.888	26.985	24.198	21.385	19.836	3.608	-1.048	-	9.249	
K5	M0	900.0	2.0	14.918	14.269	13.336	12.888	27.473	24.318	21.213	19.412	3.914	-1.005	-	9.251	
M0	K5	900.0	2.0	14.918	14.269	13.336	12.888	27.473	24.318	21.213	19.412	3.914	-1.005	-	9.251	
M2	M2	600.0	1.5	14.918	14.269	13.336	12.888	27.44	24.274	21.211	19.492	3.923	-1.145	-	9.252	
